"","taxa_id","x","y","zero_ind","contrast","Domain","Phylum","Order","Class","Family","Genus"
"160","Otu00350",0.439443359470264,0,"No","TF","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured"
"161","Otu00353",0.124541185551512,0,"No","TF","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_unclassified"
"162","Otu00353",0.0705136857835168,0,"No","T1","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_unclassified"
"163","Otu00354",-0.0297016583943225,0,"No","TF","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Synechococcus_CC9902"
"164","Otu00358",-0.00352938272845433,0,"No","T1","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"165","Otu00359",0.227566348221005,0,"No","T1","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"166","Otu00359",0.186285162571788,0,"No","TF","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"167","Otu00362",0.178843443246664,0,"No","T1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia"
"168","Otu00376",-0.140040845280096,0,"No","TF","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"169","Otu00376",-0.0934830346988386,0,"No","T1","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"170","Otu00382",0.0616276528575471,0,"No","T1","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
